"## Filename : qalingo-bo-wording",,,,,,,,,,,,,,,,,
"## PrefixKey : bo",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"##",,,,,,,,,,,,,,,,,
"## Qalingo - {Q} Project",,,,,,,,,,,,,,,,,
"## Internationalisation - """"XXLANGUAGE_CODEXX"""" - Backoffice Messages",,,,,,,,,,,,,,,,,
"##",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Prefix","Key","en","fr","de","es","it","nl","pt","jp","zh_CN","zh_HK","zh_SG","zh_TW","vi_VN","ru","ca","eu"
"legal.terms","content.text","Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum","Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum","Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed nicht eiusmod TEMPOR incididunt ut dolore magna aufwendige und aliqua. Ut enim ad minim veniam, quis nostrud laboris nisi ut exercitation ullamco aliquip ex ea commodo consequat. Duis aute Irure in dolor velit esse reprehenderit in voluptate cillum dolore hatte fugiat nulla pariatur. Excepteur sint occaecat cupidatat nicht proident, sunt in culpa, die deserunt amtierte nachgelassen Anim id est laborum","Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed no eiusmod tempor incididunt ut dolore magna elaborada y aliqua. Ut enim ad minim veniam, quis nostrud laboris nisi ut exercitation ullamco aliquip ex commodo ea consequat. Duis Aute Irure en dolor velita esse reprehenderit en voluptate cillum dolore tenía pariatur nulla fugiat. Sint Excepteur occaecat cupidatat no proident, sunt en culpa que ofició deserunt amainó anim id est Laborum","Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod Tempor incididunt ut dolore magna elaborato e aliqua. Ut enim ad minim veniam, quis nostrud laboris nisi ut esercitazioni ullamco aliquip ex ea Commodo consequat. Duis Aute Irure in dolor velit esse reprehenderit in voluptate cillum dolore aveva fugiat nulla pariatur. Sint Excepteur occaecat cupidatat non proident, sunt in culpa che officiava deserunt placò anim id est Laborum","Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod Tempor incididunt ut dolore magna uitgebreide en Aliqua. Ut enim ad minim veniam, quis nostrud laboris nisi ut exercitation ullamco aliquip ex ea commodo consequat. Duis Aute Irure in dolor velit esse reprehenderit in voluptate cillum dolore had fugiat nulla pariatur. Excepteur sint occaecat cupidatat niet proident, sunt in culpa die deserunt official afgenomen anim id est Laborum","Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed não eiusmod tempor incididunt ut dolore magna elaborado e aliqua. Ut enim ad minim veniam, Quis nostrud laboris nisi ut exercitation ullamco aliquip ex eA commodo consequat. Duis Aute Irure em dolor velit ESSE reprehenderit em voluptate cillum dolore teve fugiat pariatur nulla. Sint Excepteur occaecat cupidatat não proident, sunt na culpa que oficiou deserunt diminuiu anim id est Laborum","Loremのイプサムの嘆きはeiusmod incididunt UT doloreマグナ精巧でaliqua temporんsedの、consectetur adipisicing ELIT、AMET座る。 UT enim広告ミニムveniam、QUIS nostrud laborisのNiSiのUT exercitation ullamco aliquipの元のEA commodoのconsequat。嘆きvelit ESSE reprehenderitでvoluptate cillum doloreでDuisのauteのIrureはfugiat nullaのpariaturを持っていた。 occaecat Excepteur SINT cupidatat、deseruntを司式Culpaの中であなたの場所は、アニメーションのid ESTを減殺非proident Laborum","我们将以进口有意思，因为偶尔的情况下发生的，在众议院的疼痛，并且可以带他去代理徽导航。举一个小的例子，其中的美国席卷进行劳动力的体育锻炼，除了导航取得优势。目前，我们有指望在火车上找到故障高兴反映没有扩展到在线应用。最高法院的案件是完全的系统，他们是在故障车间软化建议您离开","我們將以進口有意思，因為偶爾的情況下發生的，在眾議院的疼痛，並且可以帶他去代理徽導航。舉一個小的例子，其中的美國席捲進行勞動力的體育鍛煉，除了導航取得優勢。目前，我們有指望在火車上找到故障高興反映沒有擴展到在線應用。最高法院的案件是完全的系統，他們是在故障車間軟化建議您離開","我們將以進口有意思，因為偶爾的情況下發生的，在眾議院的疼痛，並且可以帶他去代理徽導航。舉一個小的例子，其中的美國席捲進行勞動力的體育鍛煉，除了導航取得優勢。目前，我們有指望在火車上找到故障高興反映沒有擴展到在線應用。最高法院的案件是完全的系統，他們是在故障車間軟化建議您離開","我們將以進口有意思，因為偶爾的情況下發生的，在眾議院的疼痛，並且可以帶他去代理徽導航。舉一個小的例子，其中的美國席捲進行勞動力的體育鍛煉，除了導航取得優勢。目前，我們有指望在火車上找到故障高興反映沒有擴展到在線應用。最高法院的案件是完全的系統，他們是在故障車間軟化建議您離開","Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum","Lorem Ipsum боль сидеть Амет, consectetur adipisicing элит, Sed у eiusmod Tempor incididunt ут Labore и др Dolore Magna aliqua. Ut enim объявления миним veniam, Quis nostrud exercitation ullamco Laboris разводе ут aliquip экс шт Commodo consequat. Duis ауте irure боль в reprehenderit в voluptate велит эссе cillum Dolore ЕС fugiat Nulla pariatur. Excepteur Синт occaecat cupidatat не proident, Sunt в кульпа Квай officia deserunt mollit Анимация ID EST laborum","Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed no eiusmod tempor incididunt ut dolore magna elaborada i Aliqua. Ut enim ad minim veniam, quis nostrud laboris nisi ut exercitation ullamco aliquip ex commodo ea consequat. Duis Aute Irure en dolor espelmeta esse reprehenderit en voluptate cillum dolore tenia pariatur nulla fugiat. Sint Excepteur occaecat cupidatat no proident, sunt en culpa que va oficiar deserunt amainar anim id est Laborum","Listatua amet, Ratings elit, baina ez eiusmod tempor incididunt ut dolore magna landuak eta, batzuk. Ut enim ad minim ingeniari, quis nostrud emateko baino ez ut exercitation ullamco aliquip ex ea commodo consequat. Duis aute dolor velit esse reprehenderit ere gozamena cillum dolore in Irure fugiat nulla pariatur izan. Excepteur sint pertsianak erabilgarria gela cupidatat ez proident, culpa in sunt deserunt officiated nor abated id est anim laborum"
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"## -- FAQ Page --",,,,,,,,,,,,,,,,,
"faq","header.title.faq","FAQ","FAQ","FAQ","PREGUNTAS MÁS FRECUENTES","FAQ","VEEL GESTELDE VRAGEN","PERGUNTAS FREQUENTES","よくある質問","常问问题","常問問題","常问问题","常問問題","Câu hỏi thường gặp","ЧАСТО ЗАДАВАЕМЫЕ ВОПРОСЫ","PREGUNTES MÉS FREQÜENTS","FAQ"
"header.menu","faq","FAQ","FAQ","FAQ","PREGUNTAS MÁS FRECUENTES","FAQ","VEEL GESTELDE VRAGEN","PERGUNTAS FREQUENTES","よくある質問","常问问题","常問問題","常问问题","常問問題","Câu hỏi thường gặp","ЧАСТО ЗАДАВАЕМЫЕ ВОПРОСЫ","PREGUNTES MÉS FREQÜENTS","FAQ"
"faq","main.content.title.faq","FAQ","FAQ","FAQ","PREGUNTAS MÁS FRECUENTES","FAQ","VEEL GESTELDE VRAGEN","PERGUNTAS FREQUENTES","よくある質問","常问问题","常問問題","常问问题","常問問題","Câu hỏi thường gặp","ЧАСТО ЗАДАВАЕМЫЕ ВОПРОСЫ","PREGUNTES MÉS FREQÜENTS","FAQ"
"faq","faq.content.text","FAQ","FAQ","FAQ","PREGUNTAS MÁS FRECUENTES","FAQ","VEEL GESTELDE VRAGEN","PERGUNTAS FREQUENTES","よくある質問","常问问题","常問問題","常问问题","常問問題","Câu hỏi thường gặp","ЧАСТО ЗАДАВАЕМЫЕ ВОПРОСЫ","PREGUNTES MÉS FREQÜENTS","FAQ"
,,,,,,,,,,,,,,,,,
"##",,,,,,,,,,,,,,,,,
"## -- TECHNICAL PART --",,,,,,,,,,,,,,,,,
"## ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"## -- User List Page --",,,,,,,,,,,,,,,,,
"header.title","user.list","User list","Liste des utilisateurs","Benutzerliste","Lista de usuarios","Elenco utenti","Gebruikers Lijst","Lista de usuários","ユーザーリスト","用户列表","用戶列表","用戶列表","用戶列表","Danh sách người dùng","список участников","Llista d'usuaris","Erabiltzaile zerrenda"
"header.menu","header.menu.user.list","User list","Liste des utilisateurs","Benutzerliste","Lista de usuarios","Elenco utenti","Gebruikers Lijst","Lista de usuários","ユーザーリスト","用户列表","用戶列表","用戶列表","用戶列表","Danh sách người dùng","список участников","Llista d'usuaris","Erabiltzaile zerrenda"
"user","main.content.title.user.list","User list","Liste des utilisateurs","Benutzerliste","Lista de usuarios","Elenco utenti","Gebruikers Lijst","Lista de usuários","ユーザーリスト","用户列表","用戶列表","用戶列表","用戶列表","Danh sách người dùng","список участников","Llista d'usuaris","Erabiltzaile zerrenda"
"user","user.list.content.text","User list","Liste des utilisateurs","Benutzerliste","Lista de usuarios","Elenco utenti","Gebruikers Lijst","Lista de usuários","ユーザーリスト","用户列表","用戶列表","用戶列表","用戶列表","Danh sách người dùng","список участников","Llista d'usuaris","Erabiltzaile zerrenda"
"header.title","user.list","User list","Liste des utilisateursMpour cette arket Area - {0}","Liste der utilisateursMpour diesem arkt Area - {0}","Lista de utilisateursMpour esta Área ercado - {0}","Elenco dei utilisateursMpour questo ercato Area - {0}","Lijst van utilisateursMpour deze arkt Area - {0}","Lista de utilisateursMpour esta Área ercado - {0}","utilisateursMpourこのarketエリアのリスト - {0}","用户列表","User list","用户列表","User list","User list","список участников","Llista d'utilisateursMpour aquesta Àrea ercat - {0}","UtilisateursMpour arket Area hau zerrenda - {0}"
"header.title","user.details","User - {0}","Utilisateur - {0}","Benutzer - {0}","Usuario - {0}","Utente - {0}","Gebruiker - {0}","Usuário - {0}","ユーザー - {0}","用户 - {0}","User - {0}","用户 - {0}","User - {0}","User - {0}","Пользователь - {0}","Usuari - {0}","Erabiltzaile - {0}"
"header.title","user.edit","User - {0}","Utilisateur - {0}","Benutzer - {0}","Usuario - {0}","Utente - {0}","Gebruiker - {0}","Usuário - {0}","ユーザー - {0}","用户 - {0}","User - {0}","用户 - {0}","User - {0}","User - {0}","Пользователь - {0}","Usuari - {0}","Erabiltzaile - {0}"
,,,,,,,,,,,,,,,,,
"## -- SOLR Page --",,,,,,,,,,,,,,,,,
"search","header.title.solr","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","Solr"
"search","solr","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","Solr"
"search","main.content.title.solr","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","SOLR","Solr"
,,,,,,,,,,,,,,,,,
"## -- Cache Page --",,,,,,,,,,,,,,,,,
"cache","header.title.cache","Cache","Cache","Abdeckung","cubierta","copertina","deksel","cobertura","カバー","缓存","緩存","緩存","緩存","Cache","кэш","Coberta","Azal"
"header.menu","cache","Cache","Cache","Abdeckung","cubierta","copertina","deksel","cobertura","カバー","缓存","緩存","緩存","緩存","Cache","кэш","Coberta","Azal"
"cache","main.content.title.cache","Cache","Cache","Abdeckung","cubierta","copertina","deksel","cobertura","カバー","缓存","緩存","緩存","緩存","Cache","кэш","Coberta","Azal"
"cache","cache.content.text","Cache","Cache","Abdeckung","cubierta","copertina","deksel","cobertura","カバー","缓存","緩存","緩存","緩存","Cache","кэш","Coberta","Azal"
,,,,,,,,,,,,,,,,,
"## -- Engine Setting Page --",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"header.title","engine.setting.list","Engine Setting List","Liste des paramètres de configuration","Liste der Konfigurationseinstellungen","Lista de parámetros de configuración","Elenco delle impostazioni di configurazione","Lijst van instellingen","Lista de definições de configuração","構成設定のリスト","引擎设置列表","引擎設置列表","引擎設置列表","引擎設置列表","Danh sách tùy chỉnh Engine","Список настроек двигателя","Llista de paràmetres de configuració","Konfigurazio ezarpenen zerrenda"
"header.title","engine.setting.details","Engine Setting - {0}","Paramètres de configuration - {0}","Konfigurationseinstellungen - {0}","Ajustes de configuración - {0}","Impostazioni di configurazione - {0}","Configuratie-instellingen - {0}","Definições de configuração - {0}","コンフィギュレーション設定 - {0}","发动机设置 - {0}","發動機設置 - {0}","发动机设置 - {0}","發動機設置 - {0}","Cơ Setting - {0}","Установка двигателя - {0}","Paràmetres de configuració - {0}","Konfigurazio ezarpenak - {0}"
"header.title","engine.setting.edit","Engine Setting - {0}","Paramètres de configuration - {0}","Konfigurationseinstellungen - {0}","Ajustes de configuración - {0}","Impostazioni di configurazione - {0}","Configuratie-instellingen - {0}","Definições de configuração - {0}","コンフィギュレーション設定 - {0}","发动机设置 - {0}","發動機設置 - {0}","发动机设置 - {0}","發動機設置 - {0}","Cơ Setting - {0}","Установка двигателя - {0}","Paràmetres de configuració - {0}","Konfigurazio ezarpenak - {0}"
"engine.setting","code.label","Code","Code","Code","código","codice","code","código","コード","代码","代碼","代码","代碼","Mã","код","Codi","Kodea"
"engine.setting","name.label","Name","Nom ","Name","nombre","nome","naam","nome","名前","名字","名字","名字","名字","tên","имя","Nom","Izena"
"engine.setting","description.label","Description","Description","Beschreibung","descripción","descrizione","beschrijving","descrição","説明","描述","描述","描述","描述","miêu tả","описание","Descripció","Deskribapena"
"engine.setting","default.value.label","Default value","Valeur par défaut","Default","Defecto","Difetto","Verzuim","Omissão","デフォルト","默认值","默認值","默认值","默認值","giá trị mặc định","значение по умолчанию","Defecte","Lehenetsia"
"engine.setting","contextualized.value.list.label","Contextualized values","Valeurs contextualisées","kontextualisiert Werte","valores contextualizadas","valori contestualizzato","contextualized waarden","valores contextualizadas","文脈値","语境值","語境收益","语境值","語境收益","tăng ngữ cảnh","контекстуализированного значения","Valors contextualitzades","Kontestualizatu balioak"
"engine.setting","contextualized.context.label","Context","Contexte","Kontext","contexto","contesto","verband","contexto","コンテキスト","上下文","上下文","上下文","上下文","context","контекст","Context","Testuingurua"
"engine.setting","contextualized.value.label","Value","Valeur","Wert","valor","valore","waarde","valor","値","值","值","值","值","giá trị","значение","Valor","Balio"
,,,,,,,,,,,,,,,,,
"engine.setting","error.form.code.empty","Engine Setting code can&#39;t be null or empty","Le code ne peut être vide.","Der Code kann nicht leer sein.","El código no puede estar vacío.","Il codice non può essere vuoto.","De code kan niet leeg zijn.","O código não pode ser vazio.","コードは空にすることはできません。","发动机设置的代码不能为空或空","發動機設置的代碼不能為空或空","发动机设置的代码不能为空或空","發動機設置的代碼不能為空或空","Mã Setting động cơ không thể Hãy là null hoặc rỗng","Установка двигателя код не может быть пустым или пустой","El codi no pot estar buit.","Kodea ezin da hutsik egon."
"engine.setting","error.form.name.empty","Engine Setting name can&#39;t be null or empty","Le nom ne peut être vide.","Der Name darf nicht leer sein.","El nombre no puede estar vacío.","Il nome non può essere vuoto.","De naam mag niet leeg zijn.","O nome não pode ser vazio.","名前は空にすることはできません。","发动机设置名称不能为空或空","發動機設置名稱不能為空或空","发动机设置名称不能为空或空","發動機設置名稱不能為空或空","Tên Setting động cơ không thể Hãy là null hoặc rỗng","Настройка имени двигателя не может быть пустым или пустой","El nom no pot estar buit.","Izena ezin da hutsik egon."
